,timestamp,electricity,data_source
37,2021-06-01 19:00:00,3.83,1a Carpenters Place
38,2021-06-01 19:30:00,3.83,1a Carpenters Place
39,2021-06-01 20:00:00,3.82,1a Carpenters Place
40,2021-06-01 20:30:00,3.82,1a Carpenters Place
41,2021-06-01 21:00:00,3.82,1a Carpenters Place
42,2021-06-01 21:30:00,3.83,1a Carpenters Place
43,2021-06-01 22:00:00,3.84,1a Carpenters Place
44,2021-06-01 22:30:00,3.83,1a Carpenters Place
45,2021-06-01 23:00:00,3.84,1a Carpenters Place
46,2021-06-01 23:30:00,3.84,1a Carpenters Place
47,2021-06-02 00:00:00,3.85,1a Carpenters Place
0,2021-06-02 00:30:00,3.83,1a Carpenters Place
1,2021-06-02 01:00:00,3.81,1a Carpenters Place
2,2021-06-02 01:30:00,3.82,1a Carpenters Place
3,2021-06-02 02:00:00,3.83,1a Carpenters Place
4,2021-06-02 02:30:00,3.83,1a Carpenters Place
5,2021-06-02 03:00:00,3.83,1a Carpenters Place
6,2021-06-02 03:30:00,3.83,1a Carpenters Place
7,2021-06-02 04:00:00,3.83,1a Carpenters Place
8,2021-06-02 04:30:00,3.83,1a Carpenters Place
9,2021-06-02 05:00:00,3.83,1a Carpenters Place
10,2021-06-02 05:30:00,3.83,1a Carpenters Place
11,2021-06-02 06:00:00,3.82,1a Carpenters Place
12,2021-06-02 06:30:00,3.83,1a Carpenters Place
13,2021-06-02 07:00:00,3.82,1a Carpenters Place
14,2021-06-02 07:30:00,3.85,1a Carpenters Place
15,2021-06-02 08:00:00,3.83,1a Carpenters Place
16,2021-06-02 08:30:00,3.82,1a Carpenters Place
17,2021-06-02 09:00:00,3.81,1a Carpenters Place
18,2021-06-02 09:30:00,3.81,1a Carpenters Place
19,2021-06-02 10:00:00,3.81,1a Carpenters Place
20,2021-06-02 10:30:00,3.82,1a Carpenters Place
21,2021-06-02 11:00:00,3.82,1a Carpenters Place
22,2021-06-02 11:30:00,3.81,1a Carpenters Place
23,2021-06-02 12:00:00,3.81,1a Carpenters Place
24,2021-06-02 12:30:00,3.8,1a Carpenters Place
25,2021-06-02 13:00:00,3.81,1a Carpenters Place
26,2021-06-02 13:30:00,3.81,1a Carpenters Place
27,2021-06-02 14:00:00,3.81,1a Carpenters Place
28,2021-06-02 14:30:00,3.82,1a Carpenters Place
29,2021-06-02 15:00:00,3.82,1a Carpenters Place
30,2021-06-02 15:30:00,3.82,1a Carpenters Place
31,2021-06-02 16:00:00,3.83,1a Carpenters Place
32,2021-06-02 16:30:00,3.83,1a Carpenters Place
33,2021-06-02 17:00:00,3.82,1a Carpenters Place
34,2021-06-02 17:30:00,3.83,1a Carpenters Place
35,2021-06-02 18:00:00,3.83,1a Carpenters Place
36,2021-06-02 18:30:00,3.83,1a Carpenters Place
37,2021-06-02 19:00:00,3.82,1a Carpenters Place
38,2021-06-02 19:30:00,3.83,1a Carpenters Place
39,2021-06-02 20:00:00,3.82,1a Carpenters Place
40,2021-06-02 20:30:00,3.83,1a Carpenters Place
41,2021-06-02 21:00:00,3.83,1a Carpenters Place
42,2021-06-02 21:30:00,3.83,1a Carpenters Place
43,2021-06-02 22:00:00,3.83,1a Carpenters Place
44,2021-06-02 22:30:00,3.83,1a Carpenters Place
45,2021-06-02 23:00:00,3.84,1a Carpenters Place
46,2021-06-02 23:30:00,3.85,1a Carpenters Place
47,2021-06-03 00:00:00,3.84,1a Carpenters Place
0,2021-06-03 00:30:00,3.84,1a Carpenters Place
1,2021-06-03 01:00:00,3.84,1a Carpenters Place
2,2021-06-03 01:30:00,3.84,1a Carpenters Place
3,2021-06-03 02:00:00,3.84,1a Carpenters Place
4,2021-06-03 02:30:00,3.83,1a Carpenters Place
5,2021-06-03 03:00:00,3.84,1a Carpenters Place
6,2021-06-03 03:30:00,3.83,1a Carpenters Place
7,2021-06-03 04:00:00,3.84,1a Carpenters Place
8,2021-06-03 04:30:00,3.84,1a Carpenters Place
9,2021-06-03 05:00:00,3.84,1a Carpenters Place
10,2021-06-03 05:30:00,3.84,1a Carpenters Place
11,2021-06-03 06:00:00,3.83,1a Carpenters Place
12,2021-06-03 06:30:00,3.84,1a Carpenters Place
13,2021-06-03 07:00:00,3.83,1a Carpenters Place
14,2021-06-03 07:30:00,3.83,1a Carpenters Place
15,2021-06-03 08:00:00,3.86,1a Carpenters Place
16,2021-06-03 08:30:00,3.83,1a Carpenters Place
17,2021-06-03 09:00:00,3.84,1a Carpenters Place
18,2021-06-03 09:30:00,3.84,1a Carpenters Place
19,2021-06-03 10:00:00,3.82,1a Carpenters Place
20,2021-06-03 10:30:00,3.82,1a Carpenters Place
21,2021-06-03 11:00:00,3.82,1a Carpenters Place
22,2021-06-03 11:30:00,3.83,1a Carpenters Place
23,2021-06-03 12:00:00,3.83,1a Carpenters Place
24,2021-06-03 12:30:00,3.83,1a Carpenters Place
25,2021-06-03 13:00:00,3.84,1a Carpenters Place
26,2021-06-03 13:30:00,3.83,1a Carpenters Place
27,2021-06-03 14:00:00,3.83,1a Carpenters Place
28,2021-06-03 14:30:00,3.83,1a Carpenters Place
29,2021-06-03 15:00:00,3.84,1a Carpenters Place
30,2021-06-03 15:30:00,3.77,1a Carpenters Place
31,2021-06-03 16:00:00,3.75,1a Carpenters Place
32,2021-06-03 16:30:00,3.75,1a Carpenters Place
33,2021-06-03 17:00:00,3.75,1a Carpenters Place
34,2021-06-03 17:30:00,3.76,1a Carpenters Place
35,2021-06-03 18:00:00,3.76,1a Carpenters Place
36,2021-06-03 18:30:00,3.76,1a Carpenters Place
37,2021-06-03 19:00:00,3.75,1a Carpenters Place
38,2021-06-03 19:30:00,3.76,1a Carpenters Place
39,2021-06-03 20:00:00,3.76,1a Carpenters Place
40,2021-06-03 20:30:00,3.77,1a Carpenters Place
41,2021-06-03 21:00:00,3.76,1a Carpenters Place
42,2021-06-03 21:30:00,3.77,1a Carpenters Place
43,2021-06-03 22:00:00,3.76,1a Carpenters Place
44,2021-06-03 22:30:00,3.78,1a Carpenters Place
45,2021-06-03 23:00:00,3.78,1a Carpenters Place
46,2021-06-03 23:30:00,3.79,1a Carpenters Place
47,2021-06-04 00:00:00,3.78,1a Carpenters Place
0,2021-06-04 00:30:00,3.78,1a Carpenters Place
1,2021-06-04 01:00:00,3.77,1a Carpenters Place
2,2021-06-04 01:30:00,3.77,1a Carpenters Place
3,2021-06-04 02:00:00,3.78,1a Carpenters Place
4,2021-06-04 02:30:00,3.78,1a Carpenters Place
5,2021-06-04 03:00:00,3.78,1a Carpenters Place
6,2021-06-04 03:30:00,3.78,1a Carpenters Place
7,2021-06-04 04:00:00,3.79,1a Carpenters Place
8,2021-06-04 04:30:00,3.79,1a Carpenters Place
9,2021-06-04 05:00:00,3.78,1a Carpenters Place
10,2021-06-04 05:30:00,3.77,1a Carpenters Place
11,2021-06-04 06:00:00,3.78,1a Carpenters Place
12,2021-06-04 06:30:00,3.77,1a Carpenters Place
13,2021-06-04 07:00:00,3.78,1a Carpenters Place
14,2021-06-04 07:30:00,3.78,1a Carpenters Place
15,2021-06-04 08:00:00,3.77,1a Carpenters Place
16,2021-06-04 08:30:00,3.77,1a Carpenters Place
17,2021-06-04 09:00:00,3.77,1a Carpenters Place
18,2021-06-04 09:30:00,3.76,1a Carpenters Place
19,2021-06-04 10:00:00,3.77,1a Carpenters Place
20,2021-06-04 10:30:00,3.98,1a Carpenters Place
21,2021-06-04 11:00:00,3.77,1a Carpenters Place
22,2021-06-04 11:30:00,3.77,1a Carpenters Place
23,2021-06-04 12:00:00,3.99,1a Carpenters Place
24,2021-06-04 12:30:00,4.59,1a Carpenters Place
25,2021-06-04 13:00:00,4.15,1a Carpenters Place
26,2021-06-04 13:30:00,3.76,1a Carpenters Place
27,2021-06-04 14:00:00,3.76,1a Carpenters Place
28,2021-06-04 14:30:00,3.78,1a Carpenters Place
29,2021-06-04 15:00:00,3.77,1a Carpenters Place
30,2021-06-04 15:30:00,3.77,1a Carpenters Place
31,2021-06-04 16:00:00,3.77,1a Carpenters Place
32,2021-06-04 16:30:00,3.76,1a Carpenters Place
33,2021-06-04 17:00:00,3.75,1a Carpenters Place
34,2021-06-04 17:30:00,3.76,1a Carpenters Place
35,2021-06-04 18:00:00,3.76,1a Carpenters Place
36,2021-06-04 18:30:00,3.76,1a Carpenters Place
37,2021-06-04 19:00:00,3.77,1a Carpenters Place
38,2021-06-04 19:30:00,3.76,1a Carpenters Place
39,2021-06-04 20:00:00,3.76,1a Carpenters Place
40,2021-06-04 20:30:00,3.77,1a Carpenters Place
41,2021-06-04 21:00:00,3.77,1a Carpenters Place
42,2021-06-04 21:30:00,3.78,1a Carpenters Place
43,2021-06-04 22:00:00,3.77,1a Carpenters Place
44,2021-06-04 22:30:00,3.77,1a Carpenters Place
45,2021-06-04 23:00:00,3.78,1a Carpenters Place
46,2021-06-04 23:30:00,3.77,1a Carpenters Place
47,2021-06-05 00:00:00,3.78,1a Carpenters Place
0,2021-06-05 00:30:00,3.77,1a Carpenters Place
1,2021-06-05 01:00:00,3.78,1a Carpenters Place
2,2021-06-05 01:30:00,3.78,1a Carpenters Place
3,2021-06-05 02:00:00,3.77,1a Carpenters Place
4,2021-06-05 02:30:00,3.77,1a Carpenters Place
5,2021-06-05 03:00:00,3.77,1a Carpenters Place
6,2021-06-05 03:30:00,3.77,1a Carpenters Place
7,2021-06-05 04:00:00,3.78,1a Carpenters Place
8,2021-06-05 04:30:00,3.77,1a Carpenters Place
9,2021-06-05 05:00:00,3.77,1a Carpenters Place
10,2021-06-05 05:30:00,3.77,1a Carpenters Place
11,2021-06-05 06:00:00,3.77,1a Carpenters Place
12,2021-06-05 06:30:00,3.78,1a Carpenters Place
13,2021-06-05 07:00:00,3.78,1a Carpenters Place
14,2021-06-05 07:30:00,3.78,1a Carpenters Place
15,2021-06-05 08:00:00,3.78,1a Carpenters Place
16,2021-06-05 08:30:00,3.78,1a Carpenters Place
17,2021-06-05 09:00:00,3.78,1a Carpenters Place
18,2021-06-05 09:30:00,3.77,1a Carpenters Place
19,2021-06-05 10:00:00,3.77,1a Carpenters Place
20,2021-06-05 10:30:00,3.76,1a Carpenters Place
21,2021-06-05 11:00:00,3.77,1a Carpenters Place
22,2021-06-05 11:30:00,3.76,1a Carpenters Place
23,2021-06-05 12:00:00,3.76,1a Carpenters Place
24,2021-06-05 12:30:00,3.76,1a Carpenters Place
25,2021-06-05 13:00:00,3.77,1a Carpenters Place
26,2021-06-05 13:30:00,3.78,1a Carpenters Place
27,2021-06-05 14:00:00,3.78,1a Carpenters Place
28,2021-06-05 14:30:00,3.77,1a Carpenters Place
29,2021-06-05 15:00:00,3.77,1a Carpenters Place
30,2021-06-05 15:30:00,3.77,1a Carpenters Place
31,2021-06-05 16:00:00,3.77,1a Carpenters Place
32,2021-06-05 16:30:00,3.78,1a Carpenters Place
33,2021-06-05 17:00:00,3.76,1a Carpenters Place
34,2021-06-05 17:30:00,3.76,1a Carpenters Place
35,2021-06-05 18:00:00,3.76,1a Carpenters Place
36,2021-06-05 18:30:00,3.76,1a Carpenters Place
37,2021-06-05 19:00:00,3.76,1a Carpenters Place
38,2021-06-05 19:30:00,3.77,1a Carpenters Place
39,2021-06-05 20:00:00,3.77,1a Carpenters Place
40,2021-06-05 20:30:00,3.76,1a Carpenters Place
41,2021-06-05 21:00:00,3.76,1a Carpenters Place
42,2021-06-05 21:30:00,3.77,1a Carpenters Place
43,2021-06-05 22:00:00,3.78,1a Carpenters Place
44,2021-06-05 22:30:00,3.78,1a Carpenters Place
45,2021-06-05 23:00:00,3.78,1a Carpenters Place
46,2021-06-05 23:30:00,3.77,1a Carpenters Place
47,2021-06-06 00:00:00,3.77,1a Carpenters Place
0,2021-06-06 00:30:00,3.78,1a Carpenters Place
1,2021-06-06 01:00:00,3.78,1a Carpenters Place
2,2021-06-06 01:30:00,3.78,1a Carpenters Place
3,2021-06-06 02:00:00,3.78,1a Carpenters Place
4,2021-06-06 02:30:00,3.79,1a Carpenters Place
5,2021-06-06 03:00:00,3.78,1a Carpenters Place
6,2021-06-06 03:30:00,3.78,1a Carpenters Place
7,2021-06-06 04:00:00,3.79,1a Carpenters Place
8,2021-06-06 04:30:00,3.79,1a Carpenters Place
9,2021-06-06 05:00:00,3.79,1a Carpenters Place
10,2021-06-06 05:30:00,3.78,1a Carpenters Place
11,2021-06-06 06:00:00,3.78,1a Carpenters Place
12,2021-06-06 06:30:00,3.77,1a Carpenters Place
13,2021-06-06 07:00:00,3.78,1a Carpenters Place
14,2021-06-06 07:30:00,3.78,1a Carpenters Place
15,2021-06-06 08:00:00,3.78,1a Carpenters Place
16,2021-06-06 08:30:00,3.79,1a Carpenters Place
17,2021-06-06 09:00:00,3.78,1a Carpenters Place
18,2021-06-06 09:30:00,3.78,1a Carpenters Place
19,2021-06-06 10:00:00,3.79,1a Carpenters Place
20,2021-06-06 10:30:00,3.77,1a Carpenters Place
21,2021-06-06 11:00:00,3.99,1a Carpenters Place
22,2021-06-06 11:30:00,4.03,1a Carpenters Place
23,2021-06-06 12:00:00,4.03,1a Carpenters Place
24,2021-06-06 12:30:00,4.03,1a Carpenters Place
25,2021-06-06 13:00:00,4.02,1a Carpenters Place
26,2021-06-06 13:30:00,4.03,1a Carpenters Place
27,2021-06-06 14:00:00,4.04,1a Carpenters Place
28,2021-06-06 14:30:00,4.04,1a Carpenters Place
29,2021-06-06 15:00:00,4.04,1a Carpenters Place
30,2021-06-06 15:30:00,4.04,1a Carpenters Place
31,2021-06-06 16:00:00,4.04,1a Carpenters Place
32,2021-06-06 16:30:00,4.04,1a Carpenters Place
33,2021-06-06 17:00:00,4.04,1a Carpenters Place
34,2021-06-06 17:30:00,4.03,1a Carpenters Place
35,2021-06-06 18:00:00,4.03,1a Carpenters Place
36,2021-06-06 18:30:00,4.02,1a Carpenters Place
37,2021-06-06 19:00:00,4.03,1a Carpenters Place
38,2021-06-06 19:30:00,4.02,1a Carpenters Place
39,2021-06-06 20:00:00,4.02,1a Carpenters Place
40,2021-06-06 20:30:00,4.03,1a Carpenters Place
41,2021-06-06 21:00:00,4.04,1a Carpenters Place
42,2021-06-06 21:30:00,4.05,1a Carpenters Place
43,2021-06-06 22:00:00,4.05,1a Carpenters Place
44,2021-06-06 22:30:00,4.04,1a Carpenters Place
45,2021-06-06 23:00:00,4.04,1a Carpenters Place
46,2021-06-06 23:30:00,4.04,1a Carpenters Place
47,2021-06-07 00:00:00,4.03,1a Carpenters Place
0,2021-06-07 00:30:00,4.06,1a Carpenters Place
1,2021-06-07 01:00:00,4.06,1a Carpenters Place
2,2021-06-07 01:30:00,4.05,1a Carpenters Place
3,2021-06-07 02:00:00,4.04,1a Carpenters Place
4,2021-06-07 02:30:00,4.04,1a Carpenters Place
5,2021-06-07 03:00:00,4.05,1a Carpenters Place
6,2021-06-07 03:30:00,4.04,1a Carpenters Place
7,2021-06-07 04:00:00,4.05,1a Carpenters Place
8,2021-06-07 04:30:00,4.05,1a Carpenters Place
9,2021-06-07 05:00:00,4.03,1a Carpenters Place
10,2021-06-07 05:30:00,4.02,1a Carpenters Place
11,2021-06-07 06:00:00,4.03,1a Carpenters Place
12,2021-06-07 06:30:00,4.05,1a Carpenters Place
13,2021-06-07 07:00:00,4.03,1a Carpenters Place
14,2021-06-07 07:30:00,3.98,1a Carpenters Place
15,2021-06-07 08:00:00,3.78,1a Carpenters Place
16,2021-06-07 08:30:00,3.77,1a Carpenters Place
17,2021-06-07 09:00:00,3.77,1a Carpenters Place
18,2021-06-07 09:30:00,3.77,1a Carpenters Place
19,2021-06-07 10:00:00,3.77,1a Carpenters Place
20,2021-06-07 10:30:00,3.77,1a Carpenters Place
21,2021-06-07 11:00:00,3.78,1a Carpenters Place
22,2021-06-07 11:30:00,3.78,1a Carpenters Place
23,2021-06-07 12:00:00,3.77,1a Carpenters Place
24,2021-06-07 12:30:00,3.77,1a Carpenters Place
25,2021-06-07 13:00:00,3.76,1a Carpenters Place
26,2021-06-07 13:30:00,3.77,1a Carpenters Place
27,2021-06-07 14:00:00,3.76,1a Carpenters Place
28,2021-06-07 14:30:00,3.76,1a Carpenters Place
29,2021-06-07 15:00:00,3.76,1a Carpenters Place
30,2021-06-07 15:30:00,3.76,1a Carpenters Place
31,2021-06-07 16:00:00,3.76,1a Carpenters Place
32,2021-06-07 16:30:00,3.77,1a Carpenters Place
33,2021-06-07 17:00:00,3.78,1a Carpenters Place
34,2021-06-07 17:30:00,3.78,1a Carpenters Place
35,2021-06-07 18:00:00,3.78,1a Carpenters Place
36,2021-06-07 18:30:00,3.78,1a Carpenters Place
37,2021-06-07 19:00:00,3.77,1a Carpenters Place
38,2021-06-07 19:30:00,3.78,1a Carpenters Place
39,2021-06-07 20:00:00,3.78,1a Carpenters Place
40,2021-06-07 20:30:00,3.77,1a Carpenters Place
41,2021-06-07 21:00:00,3.78,1a Carpenters Place
42,2021-06-07 21:30:00,3.78,1a Carpenters Place
43,2021-06-07 22:00:00,3.79,1a Carpenters Place
44,2021-06-07 22:30:00,3.78,1a Carpenters Place
45,2021-06-07 23:00:00,3.78,1a Carpenters Place
46,2021-06-07 23:30:00,3.79,1a Carpenters Place
47,2021-06-08 00:00:00,3.79,1a Carpenters Place
0,2021-06-08 00:30:00,3.8,1a Carpenters Place
1,2021-06-08 01:00:00,3.78,1a Carpenters Place
2,2021-06-08 01:30:00,3.78,1a Carpenters Place
3,2021-06-08 02:00:00,3.78,1a Carpenters Place
4,2021-06-08 02:30:00,3.78,1a Carpenters Place
5,2021-06-08 03:00:00,3.79,1a Carpenters Place
6,2021-06-08 03:30:00,3.79,1a Carpenters Place
7,2021-06-08 04:00:00,3.79,1a Carpenters Place
8,2021-06-08 04:30:00,3.78,1a Carpenters Place
9,2021-06-08 05:00:00,3.78,1a Carpenters Place
10,2021-06-08 05:30:00,3.79,1a Carpenters Place
11,2021-06-08 06:00:00,3.78,1a Carpenters Place
12,2021-06-08 06:30:00,3.78,1a Carpenters Place
13,2021-06-08 07:00:00,3.79,1a Carpenters Place
14,2021-06-08 07:30:00,3.79,1a Carpenters Place
15,2021-06-08 08:00:00,3.8,1a Carpenters Place
16,2021-06-08 08:30:00,3.79,1a Carpenters Place
17,2021-06-08 09:00:00,3.77,1a Carpenters Place
18,2021-06-08 09:30:00,3.77,1a Carpenters Place
19,2021-06-08 10:00:00,3.77,1a Carpenters Place
20,2021-06-08 10:30:00,3.77,1a Carpenters Place
21,2021-06-08 11:00:00,3.77,1a Carpenters Place
22,2021-06-08 11:30:00,3.78,1a Carpenters Place
23,2021-06-08 12:00:00,3.79,1a Carpenters Place
24,2021-06-08 12:30:00,3.78,1a Carpenters Place
25,2021-06-08 13:00:00,3.77,1a Carpenters Place
26,2021-06-08 13:30:00,3.77,1a Carpenters Place
27,2021-06-08 14:00:00,3.78,1a Carpenters Place
28,2021-06-08 14:30:00,3.77,1a Carpenters Place
29,2021-06-08 15:00:00,3.77,1a Carpenters Place
30,2021-06-08 15:30:00,3.78,1a Carpenters Place
31,2021-06-08 16:00:00,3.78,1a Carpenters Place
32,2021-06-08 16:30:00,3.78,1a Carpenters Place
33,2021-06-08 17:00:00,3.77,1a Carpenters Place
34,2021-06-08 17:30:00,3.78,1a Carpenters Place
35,2021-06-08 18:00:00,3.78,1a Carpenters Place
36,2021-06-08 18:30:00,3.78,1a Carpenters Place
37,2021-06-08 19:00:00,3.77,1a Carpenters Place
38,2021-06-08 19:30:00,3.78,1a Carpenters Place
39,2021-06-08 20:00:00,3.78,1a Carpenters Place
40,2021-06-08 20:30:00,3.76,1a Carpenters Place
41,2021-06-08 21:00:00,3.77,1a Carpenters Place
42,2021-06-08 21:30:00,3.78,1a Carpenters Place
43,2021-06-08 22:00:00,3.78,1a Carpenters Place
44,2021-06-08 22:30:00,3.78,1a Carpenters Place
45,2021-06-08 23:00:00,3.79,1a Carpenters Place
46,2021-06-08 23:30:00,3.79,1a Carpenters Place
47,2021-06-09 00:00:00,3.79,1a Carpenters Place
0,2021-06-09 00:30:00,3.78,1a Carpenters Place
1,2021-06-09 01:00:00,3.79,1a Carpenters Place
2,2021-06-09 01:30:00,3.79,1a Carpenters Place
3,2021-06-09 02:00:00,3.78,1a Carpenters Place
4,2021-06-09 02:30:00,3.78,1a Carpenters Place
5,2021-06-09 03:00:00,3.78,1a Carpenters Place
6,2021-06-09 03:30:00,3.78,1a Carpenters Place
7,2021-06-09 04:00:00,3.79,1a Carpenters Place
8,2021-06-09 04:30:00,3.79,1a Carpenters Place
9,2021-06-09 05:00:00,3.78,1a Carpenters Place
10,2021-06-09 05:30:00,3.78,1a Carpenters Place
11,2021-06-09 06:00:00,3.78,1a Carpenters Place
12,2021-06-09 06:30:00,3.79,1a Carpenters Place
13,2021-06-09 07:00:00,3.78,1a Carpenters Place
14,2021-06-09 07:30:00,3.78,1a Carpenters Place
15,2021-06-09 08:00:00,3.8,1a Carpenters Place
16,2021-06-09 08:30:00,3.78,1a Carpenters Place
17,2021-06-09 09:00:00,3.77,1a Carpenters Place
18,2021-06-09 09:30:00,3.77,1a Carpenters Place
19,2021-06-09 10:00:00,3.76,1a Carpenters Place
20,2021-06-09 10:30:00,3.76,1a Carpenters Place
21,2021-06-09 11:00:00,3.78,1a Carpenters Place
22,2021-06-09 11:30:00,3.76,1a Carpenters Place
23,2021-06-09 12:00:00,3.77,1a Carpenters Place
24,2021-06-09 12:30:00,3.76,1a Carpenters Place
25,2021-06-09 13:00:00,3.76,1a Carpenters Place
26,2021-06-09 13:30:00,3.77,1a Carpenters Place
27,2021-06-09 14:00:00,3.78,1a Carpenters Place
28,2021-06-09 14:30:00,3.78,1a Carpenters Place
29,2021-06-09 15:00:00,3.79,1a Carpenters Place
30,2021-06-09 15:30:00,3.78,1a Carpenters Place
31,2021-06-09 16:00:00,3.77,1a Carpenters Place
32,2021-06-09 16:30:00,3.77,1a Carpenters Place
33,2021-06-09 17:00:00,3.76,1a Carpenters Place
34,2021-06-09 17:30:00,3.77,1a Carpenters Place
35,2021-06-09 18:00:00,3.76,1a Carpenters Place
36,2021-06-09 18:30:00,3.76,1a Carpenters Place
37,2021-06-09 19:00:00,3.77,1a Carpenters Place
38,2021-06-09 19:30:00,3.77,1a Carpenters Place
39,2021-06-09 20:00:00,3.78,1a Carpenters Place
40,2021-06-09 20:30:00,3.77,1a Carpenters Place
41,2021-06-09 21:00:00,3.77,1a Carpenters Place
42,2021-06-09 21:30:00,3.77,1a Carpenters Place
43,2021-06-09 22:00:00,3.78,1a Carpenters Place
44,2021-06-09 22:30:00,3.78,1a Carpenters Place
45,2021-06-09 23:00:00,3.78,1a Carpenters Place
46,2021-06-09 23:30:00,3.77,1a Carpenters Place
47,2021-06-10 00:00:00,3.78,1a Carpenters Place
0,2021-06-10 00:30:00,3.78,1a Carpenters Place
