timestamp,electricity_consumption
2021/05/08 16:00:00,32.32
2021/05/08 16:30:00,32.13
2021/05/08 17:00:00,32.02
2021/05/08 17:30:00,31.67
2021/05/08 18:00:00,31.46
2021/05/08 18:30:00,31.59
2021/05/08 19:00:00,31.37
2021/05/08 19:30:00,31.52
2021/05/08 20:00:00,31.31
2021/05/08 20:30:00,31.56
2021/05/08 21:00:00,31.62
2021/05/08 21:30:00,31.6
2021/05/08 22:00:00,31.68
2021/05/08 22:30:00,31.95
2021/05/08 23:00:00,31.81
2021/05/08 23:30:00,31.77
2021/05/09 00:00:00,31.78
2021/05/09 00:30:00,31.6
2021/05/09 01:00:00,31.76
2021/05/09 01:30:00,31.69
2021/05/09 02:00:00,31.7
2021/05/09 02:30:00,31.74
2021/05/09 03:00:00,31.69
2021/05/09 03:30:00,31.72
2021/05/09 04:00:00,31.68
2021/05/09 04:30:00,31.61
2021/05/09 05:00:00,31.62
2021/05/09 05:30:00,30.68
2021/05/09 06:00:00,28.99
2021/05/09 06:30:00,30.95
2021/05/09 07:00:00,29.9
2021/05/09 07:30:00,29.57
2021/05/09 08:00:00,29.74
2021/05/09 08:30:00,30.62
2021/05/09 09:00:00,30.36
2021/05/09 09:30:00,30.92
2021/05/09 10:00:00,30.71
2021/05/09 10:30:00,30.82
2021/05/09 11:00:00,27.66
2021/05/09 11:30:00,22.03
2021/05/09 12:00:00,21.73
2021/05/09 12:30:00,22.42
2021/05/09 13:00:00,21.89
2021/05/09 13:30:00,21.24
2021/05/09 14:00:00,21.24
2021/05/09 14:30:00,22.04
2021/05/09 15:00:00,25.78
2021/05/09 15:30:00,30.95
2021/05/09 16:00:00,29.04
2021/05/09 16:30:00,28.24
2021/05/09 17:00:00,28.23
2021/05/09 17:30:00,28.11
2021/05/09 18:00:00,28.03
2021/05/09 18:30:00,28.39
2021/05/09 19:00:00,28.84
2021/05/09 19:30:00,29.74
2021/05/09 20:00:00,28.3
2021/05/09 20:30:00,28.25
2021/05/09 21:00:00,28.13
2021/05/09 21:30:00,28.11
2021/05/09 22:00:00,28.16
2021/05/09 22:30:00,28.33
2021/05/09 23:00:00,28.24
2021/05/09 23:30:00,28.27
2021/05/10 00:00:00,28.14
2021/05/10 00:30:00,28.41
2021/05/10 01:00:00,28.34
2021/05/10 01:30:00,28.34
2021/05/10 02:00:00,28.42
2021/05/10 02:30:00,28.56
2021/05/10 03:00:00,28.24
2021/05/10 03:30:00,28.33
2021/05/10 04:00:00,28.18
2021/05/10 04:30:00,28.26
2021/05/10 05:00:00,28.17
2021/05/10 05:30:00,28.21
2021/05/10 06:00:00,28.82
2021/05/10 06:30:00,32.21
2021/05/10 07:00:00,33.27
2021/05/10 07:30:00,33.43
2021/05/10 08:00:00,34.46
2021/05/10 08:30:00,34.87
2021/05/10 09:00:00,34.82
2021/05/10 09:30:00,35.88
2021/05/10 10:00:00,36.55
2021/05/10 10:30:00,36.26
2021/05/10 11:00:00,31.87
2021/05/10 11:30:00,24.93
2021/05/10 12:00:00,27.26
2021/05/10 12:30:00,22.76
2021/05/10 13:00:00,22.17
2021/05/10 13:30:00,21.35
2021/05/10 14:00:00,21.92
2021/05/10 14:30:00,22.27
2021/05/10 15:00:00,31.95
2021/05/10 15:30:00,35.8
2021/05/10 16:00:00,34.92
2021/05/10 16:30:00,33.78
2021/05/10 17:00:00,33.25
2021/05/10 17:30:00,33.34
2021/05/10 18:00:00,33.49
2021/05/10 18:30:00,32.39
2021/05/10 19:00:00,31.9
2021/05/10 19:30:00,31.72
2021/05/10 20:00:00,31.66
2021/05/10 20:30:00,31.8
2021/05/10 21:00:00,31.97
2021/05/10 21:30:00,31.95
2021/05/10 22:00:00,31.99
2021/05/10 22:30:00,31.86
2021/05/10 23:00:00,31.91
2021/05/10 23:30:00,32.07
2021/05/11 00:00:00,32.07
2021/05/11 00:30:00,31.97
2021/05/11 01:00:00,31.6
2021/05/11 01:30:00,31.55
2021/05/11 02:00:00,31.79
2021/05/11 02:30:00,31.53
2021/05/11 03:00:00,31.76
2021/05/11 03:30:00,31.87
2021/05/11 04:00:00,31.72
2021/05/11 04:30:00,31.75
2021/05/11 05:00:00,31.53
2021/05/11 05:30:00,32
2021/05/11 06:00:00,31.95
2021/05/11 06:30:00,33.68
2021/05/11 07:00:00,34.32
2021/05/11 07:30:00,33.9
2021/05/11 08:00:00,34.3
2021/05/11 08:30:00,34.88
2021/05/11 09:00:00,36.07
2021/05/11 09:30:00,35.47
2021/05/11 10:00:00,36.19
2021/05/11 10:30:00,34.08
2021/05/11 11:00:00,33.93
2021/05/11 11:30:00,30.98
2021/05/11 12:00:00,22.16
2021/05/11 12:30:00,21.44
2021/05/11 13:00:00,22.43
2021/05/11 13:30:00,21.82
2021/05/11 14:00:00,24.48
2021/05/11 14:30:00,26.48
2021/05/11 15:00:00,29.85
2021/05/11 15:30:00,31.36
2021/05/11 16:00:00,31.24
2021/05/11 16:30:00,30.39
2021/05/11 17:00:00,31.96
2021/05/11 17:30:00,30.76
2021/05/11 18:00:00,29.63
2021/05/11 18:30:00,29.26
2021/05/11 19:00:00,29.28
2021/05/11 19:30:00,29.07
2021/05/11 20:00:00,28.83
2021/05/11 20:30:00,28.96
2021/05/11 21:00:00,28.88
2021/05/11 21:30:00,29.08
2021/05/11 22:00:00,29.31
2021/05/11 22:30:00,28.91
2021/05/11 23:00:00,29.21
2021/05/11 23:30:00,28.96
2021/05/12 00:00:00,29.36
2021/05/12 00:30:00,29.38
2021/05/12 01:00:00,29.02
2021/05/12 01:30:00,28.94
2021/05/12 02:00:00,29.2
2021/05/12 02:30:00,29.24
2021/05/12 03:00:00,29.29
2021/05/12 03:30:00,29.2
2021/05/12 04:00:00,29.5
2021/05/12 04:30:00,29.39
2021/05/12 05:00:00,28.76
2021/05/12 05:30:00,28.02
2021/05/12 06:00:00,28.32
2021/05/12 06:30:00,29.63
2021/05/12 07:00:00,32.75
2021/05/12 07:30:00,33.66
2021/05/12 08:00:00,33.76
2021/05/12 08:30:00,33
2021/05/12 09:00:00,32.91
2021/05/12 09:30:00,33.62
2021/05/12 10:00:00,33.04
2021/05/12 10:30:00,33.4
2021/05/12 11:00:00,30.37
2021/05/12 11:30:00,33.23
2021/05/12 12:00:00,36.48
2021/05/12 12:30:00,35.38
2021/05/12 13:00:00,35.23
2021/05/12 13:30:00,34.85
2021/05/12 14:00:00,34.72
2021/05/12 14:30:00,33.06
2021/05/12 15:00:00,34.71
2021/05/12 15:30:00,34.19
2021/05/12 16:00:00,33.15
2021/05/12 16:30:00,33.78
2021/05/12 17:00:00,32.63
2021/05/12 17:30:00,31.73
2021/05/12 18:00:00,31.58
2021/05/12 18:30:00,31.73
2021/05/12 19:00:00,31.33
2021/05/12 19:30:00,31.7
2021/05/12 20:00:00,31.31
2021/05/12 20:30:00,31.73
2021/05/12 21:00:00,31.97
2021/05/12 21:30:00,31.64
2021/05/12 22:00:00,31.79
2021/05/12 22:30:00,31.96
2021/05/12 23:00:00,31.98
2021/05/12 23:30:00,31.71
2021/05/13 00:00:00,31.42
2021/05/13 00:30:00,31.6
2021/05/13 01:00:00,31.85
2021/05/13 01:30:00,29.07
2021/05/13 02:00:00,28.05
2021/05/13 02:30:00,28.38
2021/05/13 03:00:00,28.07
2021/05/13 03:30:00,28.28
2021/05/13 04:00:00,27.96
2021/05/13 04:30:00,27.99
2021/05/13 05:00:00,28.08
2021/05/13 05:30:00,27.94
2021/05/13 06:00:00,28.11
2021/05/13 06:30:00,30.38
2021/05/13 07:00:00,32.11
2021/05/13 07:30:00,33.39
2021/05/13 08:00:00,33.85
2021/05/13 08:30:00,34.29
2021/05/13 09:00:00,34.16
2021/05/13 09:30:00,33.78
2021/05/13 10:00:00,34.63
2021/05/13 10:30:00,34.6
2021/05/13 11:00:00,33.61
2021/05/13 11:30:00,27.62
2021/05/13 12:00:00,24.05
2021/05/13 12:30:00,24.07
2021/05/13 13:00:00,24.01
2021/05/13 13:30:00,24.6
2021/05/13 14:00:00,23.99
2021/05/13 14:30:00,23.3
2021/05/13 15:00:00,26.72
2021/05/13 15:30:00,34.08
2021/05/13 16:00:00,34.49
2021/05/13 16:30:00,33.76
2021/05/13 17:00:00,33.12
2021/05/13 17:30:00,32.22
2021/05/13 18:00:00,31.46
2021/05/13 18:30:00,31.26
2021/05/13 19:00:00,31.38
2021/05/13 19:30:00,31.43
2021/05/13 20:00:00,31.58
2021/05/13 20:30:00,31.64
2021/05/13 21:00:00,31.27
2021/05/13 21:30:00,28.11
2021/05/13 22:00:00,27.96
2021/05/13 22:30:00,28
2021/05/13 23:00:00,28.46
2021/05/13 23:30:00,28.26
2021/05/14 00:00:00,28.23
2021/05/14 00:30:00,28.49
2021/05/14 01:00:00,28.24
2021/05/14 01:30:00,28.53
2021/05/14 02:00:00,28.67
2021/05/14 02:30:00,28.41
2021/05/14 03:00:00,28.22
2021/05/14 03:30:00,28.17
2021/05/14 04:00:00,28.48
2021/05/14 04:30:00,28.35
2021/05/14 05:00:00,28.08
2021/05/14 05:30:00,28.23
2021/05/14 06:00:00,28.44
2021/05/14 06:30:00,33.61
2021/05/14 07:00:00,33.59
2021/05/14 07:30:00,32.97
2021/05/14 08:00:00,33.34
2021/05/14 08:30:00,34
2021/05/14 09:00:00,33.83
2021/05/14 09:30:00,34.51
2021/05/14 10:00:00,35.45
2021/05/14 10:30:00,34.01
2021/05/14 11:00:00,32.88
2021/05/14 11:30:00,23.19
2021/05/14 12:00:00,20.81
2021/05/14 12:30:00,21.47
2021/05/14 13:00:00,22.15
2021/05/14 13:30:00,29.96
2021/05/14 14:00:00,34.47
2021/05/14 14:30:00,24.86
2021/05/14 15:00:00,26.59
2021/05/14 15:30:00,34.2
2021/05/14 16:00:00,34.05
2021/05/14 16:30:00,34.67
2021/05/14 17:00:00,33.71
2021/05/14 17:30:00,32.36
2021/05/14 18:00:00,31.92
2021/05/14 18:30:00,32.04
2021/05/14 19:00:00,31.48
2021/05/14 19:30:00,31.8
2021/05/14 20:00:00,31.63
2021/05/14 20:30:00,32.12
2021/05/14 21:00:00,31.75
2021/05/14 21:30:00,31.7
2021/05/14 22:00:00,31.6
2021/05/14 22:30:00,31.54
2021/05/14 23:00:00,31.78
2021/05/14 23:30:00,31.62
2021/05/15 00:00:00,31.55
2021/05/15 00:30:00,31.57
2021/05/15 01:00:00,31.65
2021/05/15 01:30:00,31.69
2021/05/15 02:00:00,32.09
2021/05/15 02:30:00,31.55
2021/05/15 03:00:00,31.61
2021/05/15 03:30:00,31.92
2021/05/15 04:00:00,31.78
2021/05/15 04:30:00,31.79
2021/05/15 05:00:00,31.69
2021/05/15 05:30:00,31.59
2021/05/15 06:00:00,32.53
2021/05/15 06:30:00,32.66
2021/05/15 07:00:00,28.86
2021/05/15 07:30:00,31.92
2021/05/15 08:00:00,31.75
2021/05/15 08:30:00,32
2021/05/15 09:00:00,32
2021/05/15 09:30:00,33.59
2021/05/15 10:00:00,32.68
2021/05/15 10:30:00,32.82
2021/05/15 11:00:00,29.06
2021/05/15 11:30:00,21.51
2021/05/15 12:00:00,21.68
2021/05/15 12:30:00,22.83
2021/05/15 13:00:00,22.13
2021/05/15 13:30:00,22.8
2021/05/15 14:00:00,22.46
2021/05/15 14:30:00,22.51
2021/05/15 15:00:00,26.68
2021/05/15 15:30:00,33.41
2021/05/15 16:00:00,33.55
2021/05/15 16:30:00,33.01
2021/05/15 17:00:00,32.51
2021/05/15 17:30:00,32.1
2021/05/15 18:00:00,31.86
2021/05/15 18:30:00,31.68
2021/05/15 19:00:00,31.45
2021/05/15 19:30:00,31.36
2021/05/15 20:00:00,31.14
2021/05/15 20:30:00,31.19
2021/05/15 21:00:00,31.24
2021/05/15 21:30:00,31.29
2021/05/15 22:00:00,31.16
2021/05/15 22:30:00,31.22
2021/05/15 23:00:00,31.39
2021/05/15 23:30:00,31.3
2021/05/16 00:00:00,31.01
2021/05/16 00:30:00,30.87
2021/05/16 01:00:00,30.98
2021/05/16 01:30:00,31.12
2021/05/16 02:00:00,31.22
2021/05/16 02:30:00,31.2
2021/05/16 03:00:00,31.28
2021/05/16 03:30:00,31.14
2021/05/16 04:00:00,31.25
2021/05/16 04:30:00,31.58
2021/05/16 05:00:00,31.35
2021/05/16 05:30:00,31.1
2021/05/16 06:00:00,32.02
2021/05/16 06:30:00,33.67
2021/05/16 07:00:00,32.9
2021/05/16 07:30:00,32.4
2021/05/16 08:00:00,32.57
2021/05/16 08:30:00,32.68
2021/05/16 09:00:00,33.41
2021/05/16 09:30:00,33.36
2021/05/16 10:00:00,33.97
2021/05/16 10:30:00,32.52
2021/05/16 11:00:00,29.05
2021/05/16 11:30:00,21.75
2021/05/16 12:00:00,22.44
2021/05/16 12:30:00,21.75
2021/05/16 13:00:00,22.47
2021/05/16 13:30:00,21.87
2021/05/16 14:00:00,22.29
2021/05/16 14:30:00,22.13
2021/05/16 15:00:00,26.17
2021/05/16 15:30:00,33.23
2021/05/16 16:00:00,32.95
2021/05/16 16:30:00,34.41
2021/05/16 17:00:00,33.66
2021/05/16 17:30:00,32.07
2021/05/16 18:00:00,31.74
2021/05/16 18:30:00,31.81
2021/05/16 19:00:00,31.66
2021/05/16 19:30:00,32.5
2021/05/16 20:00:00,33.9
2021/05/16 20:30:00,33.71
2021/05/16 21:00:00,32.8
2021/05/16 21:30:00,32.72
2021/05/16 22:00:00,32.36
2021/05/16 22:30:00,32.69
2021/05/16 23:00:00,32.41
2021/05/16 23:30:00,32.76
2021/05/17 00:00:00,32.97
2021/05/17 00:30:00,32.53
2021/05/17 01:00:00,32.8
2021/05/17 01:30:00,32.9
2021/05/17 02:00:00,32.59
2021/05/17 02:30:00,32.71
2021/05/17 03:00:00,32.72
2021/05/17 03:30:00,31.22
2021/05/17 04:00:00,28.9
2021/05/17 04:30:00,28.78
2021/05/17 05:00:00,28.82
2021/05/17 05:30:00,29.1
2021/05/17 06:00:00,32.42
2021/05/17 06:30:00,35.42
2021/05/17 07:00:00,34.57
2021/05/17 07:30:00,34.07
2021/05/17 08:00:00,34.93
2021/05/17 08:30:00,35.49
2021/05/17 09:00:00,36.22
2021/05/17 09:30:00,36.71
2021/05/17 10:00:00,38.38
2021/05/17 10:30:00,35.79
2021/05/17 11:00:00,30.54
2021/05/17 11:30:00,23.85
2021/05/17 12:00:00,23.89
2021/05/17 12:30:00,24.52
2021/05/17 13:00:00,24.43
2021/05/17 13:30:00,25.17
2021/05/17 14:00:00,33.03
2021/05/17 14:30:00,24.05
2021/05/17 15:00:00,28.11
2021/05/17 15:30:00,35.3
2021/05/17 16:00:00,35.11
2021/05/17 16:30:00,33.93
2021/05/17 17:00:00,33.12
2021/05/17 17:30:00,32.81
2021/05/17 18:00:00,32.73
2021/05/17 18:30:00,32.58
2021/05/17 19:00:00,32.5
2021/05/17 19:30:00,32.32
2021/05/17 20:00:00,32.51
2021/05/17 20:30:00,32.64
2021/05/17 21:00:00,32.56
2021/05/17 21:30:00,32.63
2021/05/17 22:00:00,32.73
2021/05/17 22:30:00,32.48
2021/05/17 23:00:00,32.48
2021/05/17 23:30:00,32.81
2021/05/18 00:00:00,32.76
2021/05/18 00:30:00,32.91
2021/05/18 01:00:00,32.68
2021/05/18 01:30:00,33.12
2021/05/18 02:00:00,32.69
2021/05/18 02:30:00,32.75
2021/05/18 03:00:00,32.69
2021/05/18 03:30:00,32.71
2021/05/18 04:00:00,32.74
2021/05/18 04:30:00,32.78
2021/05/18 05:00:00,32.48
2021/05/18 05:30:00,32.38
2021/05/18 06:00:00,33.07
2021/05/18 06:30:00,35.02
2021/05/18 07:00:00,34.15
2021/05/18 07:30:00,33.83
2021/05/18 08:00:00,32.92
2021/05/18 08:30:00,36.13
2021/05/18 09:00:00,35.28
2021/05/18 09:30:00,35.56
2021/05/18 10:00:00,35.7
2021/05/18 10:30:00,36.16
2021/05/18 11:00:00,36.32
2021/05/18 11:30:00,25.71
2021/05/18 12:00:00,30.54
2021/05/18 12:30:00,20.66
2021/05/18 13:00:00,20.94
2021/05/18 13:30:00,20.86
2021/05/18 14:00:00,21.75
2021/05/18 14:30:00,24.08
2021/05/18 15:00:00,28.41
2021/05/18 15:30:00,34.41
2021/05/18 16:00:00,34.2
2021/05/18 16:30:00,33.7
2021/05/18 17:00:00,32.55
2021/05/18 17:30:00,32.17
2021/05/18 18:00:00,31.9
2021/05/18 18:30:00,31.83
2021/05/18 19:00:00,31.89
2021/05/18 19:30:00,31.45
2021/05/18 20:00:00,31.73
2021/05/18 20:30:00,31.73
2021/05/18 21:00:00,31.79
2021/05/18 21:30:00,31.63
2021/05/18 22:00:00,31.87
2021/05/18 22:30:00,31.74
2021/05/18 23:00:00,31.77
2021/05/18 23:30:00,31.76
2021/05/19 00:00:00,31.57
2021/05/19 00:30:00,32.08
2021/05/19 01:00:00,31.73
2021/05/19 01:30:00,31.87
2021/05/19 02:00:00,31.75
2021/05/19 02:30:00,31.69
2021/05/19 03:00:00,31.82
2021/05/19 03:30:00,31.72
2021/05/19 04:00:00,31.87
2021/05/19 04:30:00,31.83
2021/05/19 05:00:00,31.74
2021/05/19 05:30:00,31.52
2021/05/19 06:00:00,32.46
2021/05/19 06:30:00,34.08
2021/05/19 07:00:00,33.6
2021/05/19 07:30:00,33
2021/05/19 08:00:00,33.73
2021/05/19 08:30:00,32.63
2021/05/19 09:00:00,32.17
2021/05/19 09:30:00,33.13
2021/05/19 10:00:00,33.14
2021/05/19 10:30:00,32.48
2021/05/19 11:00:00,28.55
2021/05/19 11:30:00,21.61
2021/05/19 12:00:00,21.81
2021/05/19 12:30:00,21.21
2021/05/19 13:00:00,30.31
2021/05/19 13:30:00,32.56
2021/05/19 14:00:00,31.94
2021/05/19 14:30:00,33.18
2021/05/19 15:00:00,33.05
2021/05/19 15:30:00,31.93
2021/05/19 16:00:00,32.24
2021/05/19 16:30:00,32.48
2021/05/19 17:00:00,31.98
2021/05/19 17:30:00,31.33
2021/05/19 18:00:00,31.32
2021/05/19 18:30:00,30.65
2021/05/19 19:00:00,30.12
2021/05/19 19:30:00,30.2
2021/05/19 20:00:00,29.94
2021/05/19 20:30:00,30.72
2021/05/19 21:00:00,30.62
2021/05/19 21:30:00,30.54
2021/05/19 22:00:00,30.3
2021/05/19 22:30:00,30.56
2021/05/19 23:00:00,30.26
2021/05/19 23:30:00,30.12
2021/05/20 00:00:00,30.18
2021/05/20 00:30:00,30.45
2021/05/20 01:00:00,30.23
2021/05/20 01:30:00,30.59
2021/05/20 02:00:00,30.67
2021/05/20 02:30:00,30.4
2021/05/20 03:00:00,30.19
2021/05/20 03:30:00,30.26
2021/05/20 04:00:00,30.31
2021/05/20 04:30:00,30.02
2021/05/20 05:00:00,29.92
2021/05/20 05:30:00,30.4
2021/05/20 06:00:00,30.81
2021/05/20 06:30:00,31.54
2021/05/20 07:00:00,31.01
2021/05/20 07:30:00,30.73
2021/05/20 08:00:00,30.68
2021/05/20 08:30:00,32.03
2021/05/20 09:00:00,33.95
2021/05/20 09:30:00,35.97
2021/05/20 10:00:00,35.14
2021/05/20 10:30:00,35.9
2021/05/20 11:00:00,32.12
2021/05/20 11:30:00,29.04
2021/05/20 12:00:00,28.13
2021/05/20 12:30:00,28.17
2021/05/20 13:00:00,29.01
2021/05/20 13:30:00,27.84
2021/05/20 14:00:00,28.92
2021/05/20 14:30:00,29.47
2021/05/20 15:00:00,31.22
2021/05/20 15:30:00,34.7
2021/05/20 16:00:00,34.56
2021/05/20 16:30:00,34.36
2021/05/20 17:00:00,34.14
2021/05/20 17:30:00,33.07
2021/05/20 18:00:00,32.41
2021/05/20 18:30:00,32.19
2021/05/20 19:00:00,32.25
2021/05/20 19:30:00,31.87
2021/05/20 20:00:00,32.13
2021/05/20 20:30:00,32.28
2021/05/20 21:00:00,32.15
2021/05/20 21:30:00,32.4
2021/05/20 22:00:00,32.07
2021/05/20 22:30:00,32.32
2021/05/20 23:00:00,32.21
2021/05/20 23:30:00,32.24
2021/05/21 00:00:00,32.35
2021/05/21 00:30:00,32.34
2021/05/21 01:00:00,32.25
2021/05/21 01:30:00,32.54
2021/05/21 02:00:00,32.14
2021/05/21 02:30:00,32.31
2021/05/21 03:00:00,32.24
2021/05/21 03:30:00,32.29
2021/05/21 04:00:00,32.44
2021/05/21 04:30:00,32.37
2021/05/21 05:00:00,32.08
2021/05/21 05:30:00,32.34
2021/05/21 06:00:00,32.87
2021/05/21 06:30:00,34.25
2021/05/21 07:00:00,33.53
2021/05/21 07:30:00,33.15
2021/05/21 08:00:00,34.38
2021/05/21 08:30:00,34.5
2021/05/21 09:00:00,34.61
2021/05/21 09:30:00,35.14
2021/05/21 10:00:00,35.17
2021/05/21 10:30:00,34.85
2021/05/21 11:00:00,34
2021/05/21 11:30:00,26.43
2021/05/21 12:00:00,27.86
2021/05/21 12:30:00,30.95
2021/05/21 13:00:00,28.77
2021/05/21 13:30:00,27.51
2021/05/21 14:00:00,31.32
2021/05/21 14:30:00,26.22
2021/05/21 15:00:00,29.33
2021/05/21 15:30:00,33.64
2021/05/21 16:00:00,33.68
2021/05/21 16:30:00,34.01
2021/05/21 17:00:00,33.28
2021/05/21 17:30:00,31.54
2021/05/21 18:00:00,30.8
2021/05/21 18:30:00,30.43
2021/05/21 19:00:00,30.34
2021/05/21 19:30:00,30.16
2021/05/21 20:00:00,30.32
2021/05/21 20:30:00,30.38
2021/05/21 21:00:00,30.63
2021/05/21 21:30:00,30.44
2021/05/21 22:00:00,30.69
2021/05/21 22:30:00,30.56
2021/05/21 23:00:00,30.63
2021/05/21 23:30:00,30.59
2021/05/22 00:00:00,30.4
2021/05/22 00:30:00,30.16
2021/05/22 01:00:00,30.62
2021/05/22 01:30:00,30.37
2021/05/22 02:00:00,30.48
2021/05/22 02:30:00,27.68
2021/05/22 03:00:00,26.72
2021/05/22 03:30:00,26.73
2021/05/22 04:00:00,27
2021/05/22 04:30:00,26.86
2021/05/22 05:00:00,26.82
2021/05/22 05:30:00,26.53
2021/05/22 06:00:00,27.01
2021/05/22 06:30:00,29.69
2021/05/22 07:00:00,27.69
2021/05/22 07:30:00,32.27
2021/05/22 08:00:00,32.63
2021/05/22 08:30:00,33.38
2021/05/22 09:00:00,32.73
2021/05/22 09:30:00,32.61
2021/05/22 10:00:00,32.57
2021/05/22 10:30:00,32.45
2021/05/22 11:00:00,31.68
2021/05/22 11:30:00,26.13
2021/05/22 12:00:00,26.49
2021/05/22 12:30:00,25.85
2021/05/22 13:00:00,25.86
2021/05/22 13:30:00,25.39
2021/05/22 14:00:00,25.33
2021/05/22 14:30:00,25.66
2021/05/22 15:00:00,28.39
2021/05/22 15:30:00,32.38
2021/05/22 16:00:00,32.2
2021/05/22 16:30:00,30.8
2021/05/22 17:00:00,31.09
2021/05/22 17:30:00,30.8
2021/05/22 18:00:00,30.63
2021/05/22 18:30:00,30.39
2021/05/22 19:00:00,30.21
2021/05/22 19:30:00,30.1
2021/05/22 20:00:00,30.17
2021/05/22 20:30:00,30.24
2021/05/22 21:00:00,30.36
2021/05/22 21:30:00,30.79
2021/05/22 22:00:00,30.93
2021/05/22 22:30:00,30.78
2021/05/22 23:00:00,31.12
2021/05/22 23:30:00,30.88
2021/05/23 00:00:00,31
2021/05/23 00:30:00,31.49
2021/05/23 01:00:00,30.71
2021/05/23 01:30:00,30.98
2021/05/23 02:00:00,30.95
2021/05/23 02:30:00,31.03
2021/05/23 03:00:00,31.12
2021/05/23 03:30:00,30.97
